"time","scheduled_arrivals","actual_arrivals","scheduled_departures","actual_departures","freq_config","tmpf","dwpf","relh","drct","sknt","alti","vsby","ceiling","wind_gust","ifr","lifr","ts","ra","headwind_10","crosswind_10","horario_local","dia_do_mes","mes"
2022-06-30 21:00:00,0,6,5,5,"10R|10L",57.2,55.4,93.69,0,0,30.12,3.11,99999,0,0,0,0,0,0,0,21,30,6
2022-06-30 21:15:00,0,7,9,7,"10R|10L",56.3,54.95,95.2675,0,0,30.1275,3.0325,99999,0,0,0,0,0,0,0,21.25,30,6
2022-06-30 21:30:00,0,5,6,8,"10R|10L",55.4,54.5,96.845,0,0,30.135,2.955,99999,0,0,0,0,0,0,0,21.5,30,6
2022-06-30 21:45:00,0,3,4,7,"10R|10L",54.5,54.05,98.4225,0,0,30.1425,2.8775,99999,0,0,0,0,0,0,0,21.75,30,6
2022-06-30 22:00:00,0,4,8,6,"10R|10L",53.6,53.6,100,0,0,30.15,2.8,99999,0,1,0,0,0,0,0,22,30,6
2022-06-30 22:15:00,0,3,8,5,"10R|10L",53.6,53.6,100,25,0.75,30.15,2.8,99999,0,1,0,0,0,-0.244176115842868,0.709138931699488,22.25,30,6
2022-06-30 22:30:00,1,3,7,8,"10R|10L",53.6,53.6,100,50,1.5,30.15,2.8,99999,0,1,0,0,0,-1.0419875556885,1.07900970050798,22.5,30,6
2022-06-30 22:45:00,1,6,7,6,"10R|10L",53.6,53.6,100,75,2.25,30.15,2.8,99999,0,1,0,0,0,-2.1005559596187,0.806327886476926,22.75,30,6
2022-06-30 23:00:00,2,3,5,8,"10R|10L",53.6,53.6,100,100,3,30.15,2.8,99999,0,1,0,0,0,-2.99269215077947,-0.209269421232376,23,30,6
2022-06-30 23:15:00,1,0,8,7,"10R|10L",53.6,53.6,100,90,2.75,30.15,2.8,99999,0,1,0,0,0,-2.73493521226275,0.287453273986047,23.25,30,6
2022-06-30 23:30:00,1,0,5,8,"10R|10L",53.6,53.6,100,80,2.5,30.15,2.8,99999,0,1,0,0,0,-2.4031542398458,0.689093389542498,23.5,30,6
2022-06-30 23:45:00,0,4,6,5,"10R|10L",53.6,53.6,100,70,2.25,30.15,2.8,99999,0,1,0,0,0,-2.02228660417313,0.986335080275424,23.75,30,6
2022-07-01 00:00:00,1,2,1,6,"10R|10L",53.6,53.6,100,60,2,30.15,2.8,99999,0,1,0,0,0,-1.61803398874989,1.17557050458495,0,1,7
2022-07-01 00:15:00,1,2,0,1,"10R|10L",53.15,53.15,100,45,1.5,30.15,2.8775,99999,0,1,0,0,0,-0.943980586574756,1.16571894218546,0.25,1,7
2022-07-01 00:30:00,0,2,0,1,"10R|10L",52.7,52.7,100,30,1,30.15,2.955,99999,0,1,0,0,0,-0.4067366430758,0.913545457642601,0.5,1,7
2022-07-01 00:45:00,4,3,1,1,"10R|10L",52.25,52.25,100,15,0.5,30.15,3.0325,99999,0,1,0,0,0,-0.0782172325201155,0.493844170297569,0.75,1,7
2022-07-01 01:00:00,1,2,0,0,"10R|10L",51.8,51.8,100,0,0,30.15,3.11,99999,0,0,0,0,0,0,0,1,1,7
2022-07-01 01:15:00,3,3,2,1,"10R|10L",51.35,51.35,100,0,0,30.1425,3.11,99999,0,0,0,0,0,0,0,1.25,1,7
2022-07-01 01:30:00,3,1,2,2,"10R|10L",50.9,50.9,100,0,0,30.135,3.11,99999,0,0,0,0,0,0,0,1.5,1,7
2022-07-01 01:45:00,1,4,1,1,"10R|10L",50.45,50.45,100,0,0,30.1275,3.11,99999,0,0,0,0,0,0,0,1.75,1,7
2022-07-01 02:00:00,3,0,1,0,"10R|10L",50,50,100,0,0,30.12,3.11,99999,0,0,0,0,0,0,0,2,1,7
2022-07-01 02:15:00,2,2,0,2,"10R|10L",50,50,100,40,0.5,30.12,2.7975,99999,0,0,0,0,0,-0.279596451735373,0.414518786277521,2.25,1,7
2022-07-01 02:30:00,0,1,4,2,"10R|10L",50,50,100,80,1,30.12,2.485,99999,0,0,0,0,0,-0.961261695938319,0.275637355816999,2.5,1,7
2022-07-01 02:45:00,0,1,0,0,"10R|10L",50,50,100,120,1.5,30.12,2.1725,99999,0,0,0,0,0,-1.3703181864639,-0.6101049646137,2.75,1,7
2022-07-01 03:00:00,0,1,2,2,"10R|10L",50,50,100,160,2,30.12,1.86,99999,0,1,0,0,0,-0.876742293578155,-1.79758809259833,3,1,7
2022-07-01 03:15:00,2,1,2,4,"10R|10L",50,50,100,160,2,30.12,1.42666666666667,66699.3333333333,0,1,0,0,0,-0.876742293578155,-1.79758809259833,3.25,1,7
2022-07-01 03:30:00,0,0,2,1,"10R|10L",50,50,100,160,2,30.12,0.993333333333333,33399.6666666667,0,1,0,0,0,-0.876742293578155,-1.79758809259833,3.5,1,7
2022-07-01 03:45:00,2,0,2,3,"10R|10L",50,50,100,165,1.5,30.12,0.56,100,0,1,1,0,0,-0.537551924317951,-1.4003706397458,3.75,1,7
2022-07-01 04:00:00,1,2,4,4,"10R|10L",50,50,100,170,1,30.12,0.56,100,0,1,1,0,0,-0.275637355816999,-0.961261695938319,4,1,7
2022-07-01 04:15:00,0,3,0,1,"10R|10L",50.45,50.45,100,132.5,1.25,30.1275,0.56,125,0,1,1,0,0,-1.00482107577152,-0.743528483439177,4.25,1,7
2022-07-01 04:30:00,0,2,1,0,"10R|10L",50.9,50.9,100,95,1.5,30.135,0.56,150,0,1,1,0,0,-1.49977154273459,0.0261786096559253,4.5,1,7
2022-07-01 04:45:00,2,2,1,1,"10R|10L",51.35,51.35,100,57.5,1.75,30.1425,0.56,175,0,1,1,0,0,-1.36956427449172,1.08940061411583,4.75,1,7
2022-07-01 05:00:00,1,3,2,3,"10R|10L",51.8,51.8,100,20,2,30.15,0.56,200,0,1,1,0,0,-0.483843791199336,1.94059145255199,5,1,7
2022-07-01 05:15:00,0,3,2,1,"10R|10L",52.25,52.25,100,27.5,2.25,30.15,0.5125,200,0,1,1,0,0,-0.824627760129669,2.09343952795956,5.25,1,7
2022-07-01 05:30:00,1,5,2,2,"10R|10L",52.7,52.7,100,35,2.5,30.15,0.465,200,0,1,1,0,0,-1.21202405061584,2.18654926784849,5.5,1,7
2022-07-01 05:45:00,2,4,1,1,"10L|10L",53.15,53.15,100,42.5,2.75,30.15,0.4175,200,0,1,1,0,0,-1.63576266356619,2.21060636669735,5.75,1,7
2022-07-01 06:00:00,8,5,4,3,"10R|10L",53.6,53.6,100,50,3,30.15,0.37,200,0,1,1,0,0,-2.08397511137699,2.15801940101595,6,1,7
2022-07-01 06:15:00,7,7,3,3,"10R|10L",53.6,53.6,100,55,3.75,30.1575,0.385,200,0,1,1,0,0,-2.8301609258354,2.4602213587144,6.25,1,7
2022-07-01 06:30:00,4,6,4,2,"10R|10L",53.6,53.6,100,60,4.5,30.165,0.4,200,0,1,1,0,0,-3.64057647468726,2.64503363531613,6.5,1,7
2022-07-01 06:45:00,2,6,4,4,"10R|10L",53.6,53.6,100,65,5.25,30.1725,0.415,200,0,1,1,0,0,-4.50012832868609,2.70394989327778,6.75,1,7
2022-07-01 07:00:00,4,5,2,3,"10R|10L",53.6,53.6,100,70,6,30.18,0.43,200,0,1,1,0,0,-5.392764277795,2.63022688073446,7,1,7
2022-07-01 07:15:00,5,7,6,3,"10R|10L",53.15,53.15,100,67.5,5.75,30.18,0.4475,200,0,1,1,0,0,-5.0531983978063,2.74366287149275,7.25,1,7
2022-07-01 07:30:00,5,5,9,7,"10R|10L",52.7,52.7,100,65,5.5,30.18,0.465,200,0,1,1,0,0,-4.71442015386162,2.8327094120053,7.5,1,7
2022-07-01 07:45:00,6,7,5,6,"10R|10L",52.25,52.25,100,62.5,5.25,30.18,0.4825,200,0,1,1,0,0,-4.37790056585263,2.89766917288831,7.75,1,7
2022-07-01 08:00:00,4,4,8,6,"10R|10L",51.8,51.8,100,60,5,30.18,0.5,200,0,1,1,0,0,-4.04508497187474,2.93892626146237,8,1,7
2022-07-01 08:15:00,4,7,6,4,"10R|10L",52.25,52.25,100,57.5,5,30.1875,0.5,200,0,1,1,0,0,-3.91304078426207,3.1125731831881,8.25,1,7
2022-07-01 08:30:00,7,4,4,9,"10R|10L",52.7,52.7,100,55,5,30.195,0.5,200,0,1,1,0,0,-3.77354790111386,3.28029514495254,8.5,1,7
2022-07-01 08:45:00,8,3,3,7,"10R|10L",53.15,53.15,100,52.5,5,30.2025,0.5,200,0,1,1,0,0,-3.62687185506144,3.44177287846877,8.75,1,7
2022-07-01 09:00:00,1,1,0,4,"10R|10L",53.6,53.6,100,50,5,30.21,0.5,200,0,1,1,0,0,-3.47329185229499,3.59669900169326,9,1,7
2022-07-01 09:15:00,3,2,4,2,"10R|10L",53.6,53.6,100,50,5.5,30.21,0.6075,225,0,1,1,0,0,-3.82062103752449,3.95636890186258,9.25,1,7
2022-07-01 09:30:00,1,1,9,3,"10R|10L",53.6,53.6,100,50,6,30.21,0.715,250,0,1,1,0,0,-4.16795022275398,4.31603880203191,9.5,1,7
2022-07-01 09:45:00,4,3,8,6,"10R|10L",53.6,53.6,100,50,6.5,30.21,0.8225,275,0,1,1,0,0,-4.51527940798348,4.67570870220123,9.75,1,7
2022-07-01 10:00:00,1,4,6,7,"10R|10L",53.6,53.6,100,50,7,30.21,0.93,300,0,1,1,0,0,-4.86260859321298,5.03537860237056,10,1,7
2022-07-01 10:15:00,2,2,5,8,"10R|10L",54.05,54.05,100,50,7.25,30.21,1.475,375,0,1,1,0,0,-5.03627318582773,5.21521355245522,10.25,1,7
2022-07-01 10:30:00,1,2,5,7,"10R|10L",54.5,54.5,100,50,7.5,30.21,2.02,450,0,1,1,0,0,-5.20993777844248,5.39504850253988,10.5,1,7
2022-07-01 10:45:00,3,4,2,4,"10R|10L",54.95,54.95,100,50,7.75,30.21,2.565,525,0,1,1,0,0,-5.38360237105723,5.57488345262455,10.75,1,7
2022-07-01 11:00:00,1,7,1,4,"10R|10L",55.4,55.4,100,50,8,30.21,3.11,600,0,1,0,0,0,-5.55726696367198,5.75471840270921,11,1,7
2022-07-01 11:15:00,5,3,2,4,"10R|10L",56.6,55.4,95.9433333333333,46.6666666666667,8.33333333333333,30.21,4.14333333333333,33733,0,1,0,0,0,-5.43047690684546,6.32094652790724,11.25,1,7
2022-07-01 11:30:00,3,4,1,3,"10R|10L",57.8,55.4,91.8866666666667,43.3333333333333,8.66666666666667,30.21,5.17666666666667,66866,0,1,0,0,0,-5.25590940678972,6.89104690295535,11.5,1,7
2022-07-01 11:45:00,6,2,3,2,"10R|10L",59.9,55.4,85.1,40,8.5,30.21,6.21,99999,0,0,0,0,0,-4.75313967950135,7.04681936671785,11.75,1,7
2022-07-01 12:00:00,3,4,2,4,"10R|10L",60.8,55.4,82.37,40,8,30.21,6.21,99999,0,0,0,0,0,-4.47354322776597,6.63230058044033,12,1,7
2022-07-01 12:15:00,1,2,5,4,"10R|10L",62.15,55.4,78.815,47.5,7.75,30.195,6.21,99999,0,0,0,0,0,-5.13530537367197,5.80440683611477,12.25,1,7
2022-07-01 12:30:00,2,2,4,3,"10R|10L",63.5,55.4,75.26,55,7.5,30.18,6.21,99999,0,0,0,0,0,-5.66032185167079,4.9204427174288,12.5,1,7
2022-07-01 12:45:00,1,2,4,6,"10R|10L",64.85,55.4,71.705,62.5,7.25,30.165,6.21,99999,0,0,0,0,0,-6.04567220998697,4.00154314351242,12.75,1,7
2022-07-01 13:00:00,4,6,2,3,"10R|10L",66.2,55.4,68.15,70,7,30.15,6.21,99999,0,0,0,0,0,-6.29155832409417,3.06859802752354,13,1,7
2022-07-01 13:15:00,6,7,1,1,"10R|10L",66.65,55.85,68.2,62.5,6.5,30.1425,6.21,99999,0,0,0,0,0,-5.42025784343659,3.58759040452838,13.25,1,7
2022-07-01 13:30:00,6,7,2,4,"10R|10L",67.1,56.3,68.25,55,6,30.135,6.21,99999,0,0,0,0,0,-4.52825748133663,3.93635417394304,13.5,1,7
2022-07-01 13:45:00,7,7,3,1,"10R|10L",67.55,56.75,68.3,47.5,5.5,30.1275,6.21,99999,0,0,0,0,0,-3.64441026518656,4.11925646433951,13.75,1,7
2022-07-01 14:00:00,6,8,2,2,"10R|10L",68,57.2,68.35,40,5,30.12,6.21,99999,0,0,0,0,0,-2.79596451735373,4.14518786277521,14,1,7
2022-07-01 14:15:00,6,5,3,3,"10R|10L",68.45,56.75,66.315,55,4.75,30.1125,6.21,99999,0,0,0,0,0,-3.58487050605817,3.11628038770491,14.25,1,7
2022-07-01 14:30:00,5,4,4,3,"10R|10L",68.9,56.3,64.28,70,4.5,30.105,6.21,99999,0,0,0,0,0,-4.04457320834625,1.97267016055085,14.5,1,7
2022-07-01 14:45:00,2,4,8,4,"10R|10L",69.35,55.85,62.245,85,4.25,30.0975,6.21,99999,0,0,0,0,0,-4.17191552965257,0.810938230350315,14.75,1,7
2022-07-01 15:00:00,6,1,8,4,"10R|10L",69.8,55.4,60.21,100,4,30.09,6.21,99999,0,0,0,0,0,-3.9902562010393,-0.279025894976501,15,1,7
2022-07-01 15:15:00,2,3,5,7,"10R|10L",69.8,55.85,61.2225,90,5.25,30.09,6.21,99999,0,0,0,0,0,-5.22123995068343,0.548774432155181,15.25,1,7
2022-07-01 15:30:00,3,3,4,10,"10R|10L",69.8,56.3,62.235,80,6.5,30.09,6.21,99999,0,0,0,0,0,-6.24820102359907,1.79164281281049,15.5,1,7
2022-07-01 15:45:00,1,5,6,6,"10R|10L",69.8,56.75,63.2475,70,7.75,30.09,6.21,99999,0,0,0,0,0,-6.96565385881854,3.39737638761535,15.75,1,7
2022-07-01 16:00:00,2,3,6,7,"10R|10L",69.8,57.2,64.26,60,9,30.09,6.21,99999,0,0,0,0,0,-7.28115294937453,5.29006727063226,16,1,7
2022-07-01 16:15:00,4,4,2,3,"10R|10L",68.9,57.2,66.38,60,9,30.09,6.21,99999,0,0,0,0,0,-7.28115294937453,5.29006727063226,16.25,1,7
2022-07-01 16:30:00,2,5,3,2,"10R|10L",68,57.2,68.5,60,9,30.09,6.21,99999,0,0,0,0,0,-7.28115294937453,5.29006727063226,16.5,1,7
2022-07-01 16:45:00,2,2,3,3,"10R|10L",67.1,57.2,70.62,60,9,30.09,6.21,99999,0,0,0,0,0,-7.28115294937453,5.29006727063226,16.75,1,7
2022-07-01 17:00:00,6,4,3,4,"10R|10L",66.2,57.2,72.74,60,9,30.09,6.21,99999,0,0,0,0,0,-7.28115294937453,5.29006727063226,17,1,7
2022-07-01 17:15:00,3,5,6,7,"10R|10L",65.3,57.2,75.18,62.5,8.5,30.0975,6.21,99999,0,0,0,0,0,-7.08802948757093,4.69146437515249,17.25,1,7
2022-07-01 17:30:00,6,5,4,5,"10R|10L",64.4,57.2,77.62,65,8,30.105,6.21,99999,0,0,0,0,0,-6.8573384056169,4.12030459928043,17.5,1,7
2022-07-01 17:45:00,4,2,3,2,"10R|10L",63.5,57.2,80.06,67.5,7.5,30.1125,6.21,99999,0,0,0,0,0,-6.59112834496474,3.57869070194706,17.75,1,7
2022-07-01 18:00:00,1,2,3,3,"10R|10L",62.6,57.2,82.5,70,7,30.12,6.21,99999,0,0,0,0,0,-6.29155832409417,3.06859802752354,18,1,7
2022-07-01 18:15:00,1,5,7,6,"10R|10L",62.6,57.2,82.5,77.5,6.25,30.12,6.21,99999,0,0,0,0,0,-5.92702284503875,1.98315410253183,18.25,1,7
2022-07-01 18:30:00,4,6,4,4,"10R|10L",62.6,57.2,82.5,85,5.5,30.12,6.21,99999,0,0,0,0,0,-5.39894950896215,1.049449474571,18.5,1,7
2022-07-01 18:45:00,3,5,3,6,"10R|10L",62.6,57.2,82.5,92.5,4.75,30.12,6.21,99999,0,0,0,0,0,-4.74114029250387,0.28998056279057,18.75,1,7
2022-07-01 19:00:00,5,6,3,3,"10R|10L",62.6,57.2,82.5,100,4,30.12,6.21,99999,0,0,0,0,0,-3.9902562010393,-0.279025894976501,19,1,7
2022-07-01 19:15:00,1,4,1,4,"10R|10L",62.15,57.2,83.855,95,3.75,30.1275,6.21,99999,0,0,0,0,0,-3.74942885683647,0.0654465241398132,19.25,1,7
2022-07-01 19:30:00,7,7,1,2,"10R|10L",61.7,57.2,85.21,90,3.5,30.135,6.21,99999,0,0,0,0,0,-3.48082663378896,0.365849621436787,19.5,1,7
2022-07-01 19:45:00,5,6,3,3,"10R|10L",61.25,57.2,86.565,85,3.25,30.1425,6.21,99999,0,0,0,0,0,-3.19028834620491,0.620129234973771,19.75,1,7
2022-07-01 20:00:00,7,6,2,4,"10R|10L",60.8,57.2,87.92,80,3,30.15,6.21,99999,0,0,0,0,0,-2.88378508781496,0.826912067450998,20,1,7
2022-07-01 20:15:00,7,7,2,2,"10R|10L",60.35,57.2,89.375,80,3.25,30.15,5.9,99999,0,0,0,0,0,-3.12410051179954,0.895821406405247,20.25,1,7
2022-07-01 20:30:00,7,6,2,3,"10R|10L",59.9,57.2,90.83,80,3.5,30.15,5.59,99999,0,0,0,0,0,-3.36441593578412,0.964730745359497,20.5,1,7
2022-07-01 20:45:00,5,7,5,2,"10R|10P",59.45,57.2,92.285,80,3.75,30.15,5.28,99999,0,0,0,0,0,-3.6047313597687,1.03364008431375,20.75,1,7
2022-07-01 21:00:00,8,8,7,6,"10R|10L",59,57.2,93.74,80,4,30.15,4.97,99999,0,0,0,0,0,-3.84504678375328,1.102549423268,21,1,7
2022-07-01 21:15:00,6,7,7,7,"10R|10L",59.45,57.2,92.285,85,4.5,30.1575,4.505,99999,0,0,0,0,0,-4.41732232551449,0.858640479194452,21.25,1,7
2022-07-01 21:30:00,8,7,5,5,"10R|10L",59.9,57.2,90.83,90,5,30.165,4.04,99999,0,0,0,0,0,-4.97260947684137,0.522642316338267,21.5,1,7
2022-07-01 21:45:00,5,2,6,8,"10R|10L",60.35,57.2,89.375,95,5.5,30.1725,3.575,99999,0,0,0,0,0,-5.49916232336015,0.0959882354050593,21.75,1,7
2022-07-01 22:00:00,4,2,7,6,"10R|10L",60.8,57.2,87.92,100,6,30.18,3.11,99999,0,0,0,0,0,-5.98538430155894,-0.418538842464752,22,1,7
2022-07-01 22:15:00,0,2,7,5,"10R|10L",59.9,57.2,90.94,95,6,30.18,3.575,99999,0,0,0,0,0,-5.99908617093835,0.104714438623701,22.25,1,7
2022-07-01 22:30:00,2,2,8,6,"10R|10L",59,57.2,93.96,90,6,30.18,4.04,99999,0,0,0,0,0,-5.96713137220964,0.627170779605921,22.5,1,7
2022-07-01 22:45:00,2,3,9,5,"10R|10L",58.1,57.2,96.98,85,6,30.18,4.505,99999,0,0,0,0,0,-5.88976310068598,1.14485397225927,22.75,1,7
2022-07-01 23:00:00,1,1,8,4,"10R|10L",57.2,57.2,100,80,6,30.18,4.97,99999,0,0,0,0,0,-5.76757017562991,1.653824134902,23,1,7
2022-07-01 23:15:00,2,0,8,6,"10R|10L",57.2,57.2,100,80,6.75,30.1725,5.125,99999,0,0,0,0,0,-6.48851644758365,1.86055215176474,23.25,1,7
2022-07-01 23:30:00,2,3,3,6,"10R|10L",57.2,57.2,100,80,7.5,30.165,5.28,99999,0,0,0,0,0,-7.20946271953739,2.06728016862749,23.5,1,7
2022-07-01 23:45:00,1,3,7,8,"10R|10L",57.2,57.2,100,80,8.25,30.1575,5.435,99999,0,0,0,0,0,-7.93040899149113,2.27400818549024,23.75,1,7
2022-07-02 00:00:00,1,4,0,6,"10R|10L",57.2,57.2,100,80,9,30.15,5.59,99999,0,0,0,0,0,-8.65135526344487,2.48073620235299,0,2,7
2022-07-02 00:15:00,7,0,0,8,"10R|10L",57.2,57.2,100,80,9,30.15,5.435,99999,0,0,0,0,0,-8.65135526344487,2.48073620235299,0.25,2,7
2022-07-02 00:30:00,2,2,0,2,"10R|10L",57.2,57.2,100,80,9,30.15,5.28,99999,0,0,0,0,0,-8.65135526344487,2.48073620235299,0.5,2,7
2022-07-02 00:45:00,4,4,0,0,"10R|10L",57.2,57.2,100,80,9,30.15,5.125,99999,0,0,0,0,0,-8.65135526344487,2.48073620235299,0.75,2,7
2022-07-02 01:00:00,1,3,0,0,"10R|10L",57.2,57.2,100,80,9,30.15,4.97,99999,0,0,0,0,0,-8.65135526344487,2.48073620235299,1,2,7
2022-07-02 01:15:00,4,5,2,0,"10R|10L",56.75,56.75,100,80,9,30.15,4.97,99999,0,0,0,0,0,-8.65135526344487,2.48073620235299,1.25,2,7
2022-07-02 01:30:00,3,0,2,2,"10R|10L",56.3,56.3,100,80,9,30.15,4.97,99999,0,0,0,0,0,-8.65135526344487,2.48073620235299,1.5,2,7
2022-07-02 01:45:00,1,5,2,1,"10R|10L",55.85,55.85,100,80,9,30.15,4.97,99999,0,0,0,0,0,-8.65135526344487,2.48073620235299,1.75,2,7
2022-07-02 02:00:00,4,3,2,3,"10R|10L",55.4,55.4,100,80,9,30.15,4.97,99999,0,0,0,0,0,-8.65135526344487,2.48073620235299,2,2,7
2022-07-02 02:15:00,2,0,0,3,"10R|10L",55.4,55.4,100,80,8.5,30.15,4.815,99999,0,0,0,0,0,-8.17072441547571,2.34291752444449,2.25,2,7
2022-07-02 02:30:00,0,0,4,0,"10R|10L",55.4,55.4,100,80,8,30.15,4.66,99999,0,0,0,0,0,-7.69009356750655,2.20509884653599,2.5,2,7
2022-07-02 02:45:00,0,1,0,3,"10R|10L",55.4,55.4,100,80,7.5,30.15,4.505,99999,0,0,0,0,0,-7.20946271953739,2.06728016862749,2.75,2,7
2022-07-02 03:00:00,0,2,2,0,"10R|10L",55.4,55.4,100,80,7,30.15,4.35,99999,0,0,0,0,0,-6.72883187156823,1.92946149071899,3,2,7
2022-07-02 03:15:00,2,0,2,3,"10R|10L",55.4,55.4,100,80,7,30.1425,4.35,99999,0,0,0,0,0,-6.72883187156823,1.92946149071899,3.25,2,7
2022-07-02 03:30:00,1,1,2,2,"10R|10L",55.4,55.4,100,80,7,30.135,4.35,99999,0,0,0,0,0,-6.72883187156823,1.92946149071899,3.5,2,7
2022-07-02 03:45:00,3,0,2,3,"10R|10L",55.4,55.4,100,80,7,30.1275,4.35,99999,0,0,0,0,0,-6.72883187156823,1.92946149071899,3.75,2,7
2022-07-02 04:00:00,0,0,4,3,"10R|10L",55.4,55.4,100,80,7,30.12,4.35,99999,0,0,0,0,0,-6.72883187156823,1.92946149071899,4,2,7
2022-07-02 04:15:00,1,1,0,2,"10R|10L",55.4,55.4,100,80,7.25,30.12,4.04,99999,0,0,0,0,0,-6.96914729555281,1.99837082967324,4.25,2,7
2022-07-02 04:30:00,1,3,1,1,"10R|10L",55.4,55.4,100,80,7.5,30.12,3.73,99999,0,0,0,0,0,-7.20946271953739,2.06728016862749,4.5,2,7
2022-07-02 04:45:00,3,5,1,1,"10R|10L",55.4,55.4,100,80,7.75,30.12,3.42,99999,0,0,0,0,0,-7.44977814352197,2.13618950758174,4.75,2,7
2022-07-02 05:00:00,6,4,1,1,"10R|10L",55.4,55.4,100,80,8,30.12,3.11,99999,0,0,0,0,0,-7.69009356750655,2.20509884653599,5,2,7
2022-07-02 05:15:00,4,5,1,0,"10R|10L",54.05,54.05,100,70,8.25,30.15,2.1775,75049.25,0,1,0,0,0,-7.41505088196813,3.61656196100989,5.25,2,7
2022-07-02 05:30:00,6,7,2,3,"10R|10L",54.5,54.5,100,70,7.5,30.15,1.865,50099.5,0,1,0,0,0,-6.74095534724375,3.28778360091808,5.5,2,7
2022-07-02 05:45:00,4,8,1,0,"10R|10L",54.95,54.95,100,70,6.75,30.15,1.5525,25149.75,0,1,0,0,0,-6.06685981251938,2.95900524082627,5.75,2,7
2022-07-02 06:00:00,7,6,3,2,"10R|10L",55.4,55.4,100,70,6,30.15,1.24,200,0,1,1,0,0,-5.392764277795,2.63022688073446,6,2,7
2022-07-02 06:15:00,8,3,2,4,"10R|10L",54.5,54.5,100,75,7.5,30.15,0.805,200,0,1,1,0,0,-7.00185319872901,2.68775962158975,6.25,2,7
2022-07-02 06:30:00,5,1,5,2,"10R|10L",53.6,53.6,100,83.3333333333333,7.33333333333333,30.16,0.33,200,0,1,1,0,0,-7.15485672135091,1.60804324404462,6.5,2,7
2022-07-02 06:45:00,4,6,5,5,"10R|10L",53.6,53.6,100,86.6666666666667,5.66666666666667,30.17,0.29,200,0,1,1,0,0,-5.59164868197128,0.919008230931548,6.75,2,7
2022-07-02 07:00:00,3,6,3,6,"10R|10L",53.6,53.6,100,90,4,30.18,0.25,200,0,1,1,0,0,-3.97808758147309,0.418113853070614,7,2,7
2022-07-02 07:15:00,6,7,8,2,"10R|10L",53.6,53.6,100,86.6666666666667,4.66666666666667,30.18,0.476666666666667,200,0,1,1,0,0,-4.6048871498587,0.756830307825981,7.25,2,7
2022-07-02 07:30:00,6,6,7,5,"10R|10L",53.6,53.6,100,83.3333333333333,5.33333333333333,30.18,0.703333333333333,200,0,1,1,0,0,-5.20353216098248,1.16948599566882,7.5,2,7
2022-07-02 07:45:00,6,3,5,3,"10R|10L",54.5,54.5,100,75,7,30.18,2.95,200,0,1,1,0,0,-6.53506298548041,2.5085756468171,7.75,2,7
2022-07-02 08:00:00,3,6,8,5,"10R|10L",55.4,55.4,100,70,8,30.18,4.97,200,0,1,1,0,0,-7.19035237039334,3.50696917431262,8,2,7
2022-07-02 08:15:00,7,7,5,7,"10R|10L",55.4,55.4,100,70,7.5,30.18,4.97,50099.5,0,1,1,0,0,-6.74095534724375,3.28778360091808,8.25,2,7
2022-07-02 08:30:00,7,5,4,8,"10R|10L",56.6,55.4,95.9433333333333,76.6666666666667,6.66666666666667,30.19,5.38333333333333,99999,0,0,0,0,0,-6.29072337595722,2.20708945256639,8.5,2,7
2022-07-02 08:45:00,8,1,3,9,"10R|10L",57.8,55.4,91.8866666666667,83.3333333333333,6.33333333333333,30.2,5.79666666666667,99999,0,0,0,0,0,-6.17919444116669,1.38876461985672,8.75,2,7
2022-07-02 09:00:00,1,3,1,2,"10R|10L",59,55.4,87.83,90,6,30.21,6.21,99999,0,0,0,0,0,-5.96713137220964,0.627170779605921,9,2,7
2022-07-02 09:15:00,3,3,5,0,"10R|10L",61.25,55.4,81.8825,87.5,6.5,30.21,6.21,99999,0,0,0,0,0,-6.42860311185246,0.960761172342469,9.25,2,7
2022-07-02 09:30:00,3,0,7,5,"10R|10L",63.5,55.4,75.935,85,7,30.21,6.21,99999,0,0,0,0,0,-6.87139028413365,1.33566296763581,9.5,2,7
2022-07-02 09:45:00,2,2,8,5,"10R|10L",65.75,55.4,69.9875,82.5,7.5,30.21,6.21,99999,0,0,0,0,0,-7.29277440298257,1.75084022891929,9.75,2,7
2022-07-02 10:00:00,3,3,5,7,"10R|10L",68,55.4,64.04,80,8,30.21,6.21,99999,0,0,0,0,0,-7.69009356750655,2.20509884653599,10,2,7
2022-07-02 10:15:00,2,3,5,9,"10R|10L",68.9,55.4,62.1875,77.5,7.5,30.21,6.21,99999,0,0,0,0,0,-7.1124274140465,2.37978492303819,10.25,2,7
2022-07-02 10:30:00,0,2,3,5,"10R|10L",69.8,55.4,60.335,75,7,30.21,6.21,99999,0,0,0,0,0,-6.53506298548041,2.5085756468171,10.5,2,7
2022-07-02 10:45:00,4,2,3,2,"10R|10L",70.7,55.4,58.4825,72.5,6.5,30.21,6.21,99999,0,0,0,0,0,-5.96089048350331,2.5918689480141,10.75,2,7
2022-07-02 11:00:00,2,6,2,6,"10R|10L",71.6,55.4,56.63,70,6,30.21,6.21,99999,0,0,0,0,0,-5.392764277795,2.63022688073446,11,2,7
2022-07-02 11:15:00,6,3,1,1,"10R|10L",73.4,54.95,52.895,132.5,6.5,30.2025,6.21,99999,0,0,0,0,0,-5.22506959401191,-3.86634811388372,11.25,2,7
2022-07-02 11:30:00,2,3,1,1,"10R|10L",75.2,54.5,49.16,195,7,30.195,6.21,99999,0,0,0,0,0,1.09504125528162,-6.91381838416596,11.5,2,7
